variant,attempt_id,global_round,gateway_a,gateway_b,accuracy_gateway_A,accuracy_gateway_B,accuracy_skew_abs,loss_gateway_A,loss_gateway_B,loss_skew_abs,gateway_train_skew_sec,accuracy_gateway_fog_leader,accuracy_gateway_fog_peer,loss_gateway_fog_leader,loss_gateway_fog_peer,global_accuracy,global_loss
CNN_ASCON_FOG,6,20,gateway_A,gateway_B,0.9666666388511658,0.9333333373069764,0.03333330154418934,0.1146145015954971,0.1865420192480087,0.0719275176525116,0.0,,,,,0.95,0.150578
CNN_ASCON_FOG,7,1,gateway_A,gateway_B,0.699999988079071,0.8999999761581421,0.19999998807907104,0.7234936952590942,0.7614228129386902,0.03792911767959595,1.0,,,,,0.8,0.742458
CNN_ASCON_FOG,7,2,gateway_A,gateway_B,0.8999999761581421,0.8333333134651184,0.06666666269302368,0.6312021613121033,0.5994794368743896,0.03172272443771362,0.0,,,,,0.866667,0.615341
CNN_ASCON_FOG,7,3,gateway_A,gateway_B,0.9333333373069764,0.6666666865348816,0.26666665077209484,0.365104079246521,0.6517218351364136,0.2866177558898926,0.0,,,,,0.8,0.508413
CNN_ASCON_FOG,7,4,gateway_A,gateway_B,0.7333333492279053,0.8666666746139526,0.13333332538604736,0.5212261080741882,0.5441442728042603,0.02291816473007202,0.0,,,,,0.8,0.532685
CNN_ASCON_FOG,7,5,gateway_A,gateway_B,0.8666666746139526,0.8666666746139526,0.0,0.4716264307498932,0.4766682386398315,0.005041807889938299,0.0,,,,,0.866667,0.474147
CNN_ASCON_FOG,7,6,gateway_A,gateway_B,0.8333333134651184,0.8999999761581421,0.06666666269302368,0.3563332855701446,0.3664324879646301,0.01009920239448553,0.0,,,,,0.866667,0.361383
CNN_ASCON_FOG,7,7,gateway_A,gateway_B,0.9666666388511658,0.9666666388511658,0.0,0.2620229423046112,0.2809634506702423,0.018940508365631104,1.0,,,,,0.966667,0.271493
CNN_ASCON_FOG,7,8,gateway_A,gateway_B,0.9333333373069764,0.8999999761581421,0.03333336114883434,0.2233059406280517,0.3139319121837616,0.0906259715557099,0.0,,,,,0.916667,0.268619
CNN_ASCON_FOG,7,9,gateway_A,gateway_B,1.0,0.8666666746139526,0.13333332538604736,0.0726215317845344,0.2642103731632232,0.1915888413786888,0.0,,,,,0.933333,0.168416
